epoch,step,loss,discrimn_loss_e,compress_loss_e,discrimn_loss_t,compress_loss_t
0,45,-12.692588806152344,21.908428192138672,9.215839385986328,21.908428192138672,9.215839385986328
0,46,-12.640151977539062,21.979469299316406,9.339317321777344,21.979469299316406,9.339317321777344
0,47,-12.656026840209961,22.209976196289062,9.553949356079102,22.209976196289062,9.553949356079102
0,48,-12.709468841552734,22.115116119384766,9.405647277832031,22.115116119384766,9.405647277832031
0,49,-12.851900100708008,22.4295597076416,9.577659606933594,22.4295597076416,9.577659606933594
1,0,-12.836780548095703,22.265499114990234,9.428718566894531,22.265499114990234,9.428718566894531
1,1,-12.814845085144043,22.307212829589844,9.4923677444458,22.307212829589844,9.492368698120117
1,2,-12.855036735534668,22.240684509277344,9.385647773742676,22.240684509277344,9.385647773742676
1,3,-12.908477783203125,22.42148208618164,9.513004302978516,22.42148208618164,9.513004302978516
1,4,-12.928587913513184,22.6060848236084,9.677496910095215,22.6060848236084,9.677495956420898
1,5,-12.965970993041992,22.553382873535156,9.587411880493164,22.553382873535156,9.587411880493164
1,6,-12.954361915588379,22.38998031616211,9.43561840057373,22.38998031616211,9.43561840057373
1,7,-12.950307846069336,22.82687759399414,9.876569747924805,22.82687759399414,9.876569747924805
1,8,-13.100973129272461,22.657686233520508,9.556713104248047,22.657686233520508,9.556714057922363
1,9,-13.066166877746582,22.93381690979004,9.867650032043457,22.93381690979004,9.867650032043457
1,10,-13.146215438842773,23.095081329345703,9.94886589050293,23.095081329345703,9.94886589050293
1,11,-13.170639991760254,23.010900497436523,9.84026050567627,23.010900497436523,9.84026050567627
1,12,-13.160197257995605,22.963748931884766,9.80355167388916,22.963748931884766,9.803550720214844
1,13,-13.286444664001465,23.182647705078125,9.89620304107666,23.182647705078125,9.89620304107666
1,14,-13.32856273651123,23.326919555664062,9.998356819152832,23.326919555664062,9.998356819152832
1,15,-13.276704788208008,23.33785057067871,10.061145782470703,23.33785057067871,10.061145782470703
1,16,-13.372770309448242,23.199508666992188,9.826738357543945,23.199508666992188,9.826738357543945
1,17,-13.284427642822266,23.301923751831055,10.017496109008789,23.301923751831055,10.017494201660156
1,18,-13.24514389038086,22.998729705810547,9.753585815429688,22.998729705810547,9.753585815429688
1,19,-13.396085739135742,23.112882614135742,9.716796875,23.112882614135742,9.716796875
1,20,-13.371444702148438,23.463645935058594,10.092201232910156,23.463645935058594,10.092201232910156
1,21,-13.393865585327148,23.5957088470459,10.20184326171875,23.5957088470459,10.20184326171875
1,22,-13.523107528686523,23.672643661499023,10.1495361328125,23.672643661499023,10.149537086486816
1,23,-13.68638801574707,23.857860565185547,10.171472549438477,23.857860565185547,10.171472549438477
1,24,-13.5753173828125,23.75507354736328,10.179756164550781,23.75507354736328,10.179756164550781
1,25,-13.620721817016602,23.74289321899414,10.122171401977539,23.74289321899414,10.122171401977539
1,26,-13.67806625366211,23.940399169921875,10.262332916259766,23.940399169921875,10.262332916259766
1,27,-13.71825122833252,24.0903377532959,10.372086524963379,24.0903377532959,10.372086524963379
1,28,-13.713863372802734,24.046844482421875,10.33298110961914,24.046844482421875,10.33298110961914
1,29,-13.791149139404297,24.117361068725586,10.326211929321289,24.117361068725586,10.326211929321289
1,30,-13.807024002075195,23.958274841308594,10.151250839233398,23.958274841308594,10.151251792907715
1,31,-13.844075202941895,23.998523712158203,10.154448509216309,23.998523712158203,10.154448509216309
1,32,-13.941498756408691,24.223960876464844,10.282462120056152,24.223960876464844,10.282462120056152
1,33,-13.829633712768555,24.230361938476562,10.400728225708008,24.230361938476562,10.400728225708008
1,34,-13.782282829284668,24.1866455078125,10.404362678527832,24.1866455078125,10.404363632202148
1,35,-14.017511367797852,24.233524322509766,10.216012954711914,24.233524322509766,10.216012954711914
1,36,-13.949036598205566,24.62858772277832,10.679551124572754,24.62858772277832,10.679551124572754
1,37,-14.00268840789795,24.21208953857422,10.20940113067627,24.21208953857422,10.20940113067627
1,38,-14.006994247436523,24.61104965209961,10.604055404663086,24.61104965209961,10.60405445098877
1,39,-14.016501426696777,24.30339813232422,10.286896705627441,24.30339813232422,10.286895751953125
1,40,-14.067180633544922,24.523906707763672,10.45672607421875,24.523906707763672,10.45672607421875
1,41,-14.142172813415527,24.690311431884766,10.548138618469238,24.690311431884766,10.548138618469238
1,42,-14.15317153930664,24.76763153076172,10.614459991455078,24.76763153076172,10.614459991455078
1,43,-14.182056427001953,24.873058319091797,10.691001892089844,24.873058319091797,10.691001892089844
1,44,-14.258768081665039,24.827314376831055,10.568546295166016,24.827314376831055,10.568546295166016
1,45,-14.210415840148926,24.892303466796875,10.68188762664795,24.892303466796875,10.68188762664795
1,46,-14.368419647216797,25.004364013671875,10.635944366455078,25.004364013671875,10.635944366455078
1,47,-14.331289291381836,25.0091609954834,10.677871704101562,25.0091609954834,10.677872657775879
1,48,-14.240913391113281,24.953372955322266,10.712459564208984,24.953372955322266,10.712459564208984
1,49,-14.402607917785645,25.409950256347656,11.007342338562012,25.409950256347656,11.007342338562012
2,0,-14.416571617126465,25.24793243408203,10.831360816955566,25.24793243408203,10.83135986328125
2,1,-14.508761405944824,25.28291130065918,10.774149894714355,25.28291130065918,10.774149894714355
2,2,-14.563604354858398,25.67045783996582,11.106853485107422,25.67045783996582,11.106853485107422
2,3,-14.462377548217773,25.256954193115234,10.794576644897461,25.256954193115234,10.794577598571777
2,4,-14.640376091003418,25.556900024414062,10.916523933410645,25.556900024414062,10.916522979736328
2,5,-14.541525840759277,25.482952117919922,10.941426277160645,25.482952117919922,10.941427230834961
2,6,-14.617591857910156,25.702205657958984,11.084613800048828,25.702205657958984,11.084613800048828
2,7,-14.717494010925293,25.920738220214844,11.20324420928955,25.920738220214844,11.20324420928955
2,8,-14.816661834716797,26.040130615234375,11.223468780517578,26.040130615234375,11.223468780517578
2,9,-14.821773529052734,26.022537231445312,11.200763702392578,26.022537231445312,11.200763702392578
2,10,-14.699164390563965,25.607635498046875,10.90847110748291,25.607635498046875,10.90847110748291
2,11,-14.845466613769531,26.029884338378906,11.184417724609375,26.029884338378906,11.184417724609375
2,12,-14.798104286193848,26.270734786987305,11.472630500793457,26.270734786987305,11.472630500793457
2,13,-14.939454078674316,26.367170333862305,11.427716255187988,26.367170333862305,11.427716255187988
2,14,-14.890745162963867,26.20865249633789,11.317907333374023,26.20865249633789,11.317907333374023
2,15,-14.957864761352539,25.981948852539062,11.024084091186523,25.981948852539062,11.024084091186523
2,16,-15.114341735839844,26.480857849121094,11.36651611328125,26.480857849121094,11.36651611328125
2,17,-15.081657409667969,26.557594299316406,11.475936889648438,26.557594299316406,11.475936889648438
2,18,-15.058600425720215,26.301021575927734,11.24242115020752,26.301021575927734,11.24242115020752
2,19,-15.152578353881836,26.68478012084961,11.532201766967773,26.68478012084961,11.532201766967773
2,20,-15.198945999145508,26.62337303161621,11.424427032470703,26.62337303161621,11.424427032470703
2,21,-15.28927993774414,26.760326385498047,11.471046447753906,26.760326385498047,11.47104549407959
2,22,-15.275945663452148,26.516374588012695,11.240428924560547,26.516374588012695,11.240428924560547
2,23,-15.285367012023926,26.89461898803711,11.609251976013184,26.89461898803711,11.609251022338867
2,24,-15.308382034301758,26.565784454345703,11.257402420043945,26.565784454345703,11.257403373718262
2,25,-15.311336517333984,27.165260314941406,11.853923797607422,27.165260314941406,11.853923797607422
2,26,-15.3432035446167,27.12413787841797,11.78093433380127,27.12413787841797,11.780933380126953
2,27,-15.363248825073242,27.05728530883789,11.694036483764648,27.05728530883789,11.694038391113281
2,28,-15.365674018859863,27.054452896118164,11.6887788772583,27.054452896118164,11.688779830932617
2,29,-15.608394622802734,27.511157989501953,11.902763366699219,27.511157989501953,11.902763366699219
2,30,-15.513867378234863,27.38011932373047,11.866251945495605,27.38011932373047,11.866251945495605
2,31,-15.531291961669922,27.267654418945312,11.73636245727539,27.267654418945312,11.73636245727539
2,32,-15.612312316894531,27.473556518554688,11.861244201660156,27.473556518554688,11.861244201660156
2,33,-15.427835464477539,27.174152374267578,11.746316909790039,27.174152374267578,11.746316909790039
2,34,-15.591192245483398,27.290184020996094,11.698991775512695,27.290184020996094,11.698991775512695
2,35,-15.813033103942871,27.73613166809082,11.92309856414795,27.73613166809082,11.92309856414795
2,36,-15.762616157531738,27.832183837890625,12.069567680358887,27.832183837890625,12.069567680358887
2,37,-15.879589080810547,27.63724136352539,11.757652282714844,27.63724136352539,11.757652282714844
2,38,-15.950069427490234,27.958850860595703,12.008781433105469,27.958850860595703,12.008781433105469
2,39,-15.99726390838623,28.14341163635254,12.146147727966309,28.14341163635254,12.146147727966309
2,40,-15.934130668640137,28.052745819091797,12.11861515045166,28.052745819091797,12.11861515045166
2,41,-15.968108177185059,27.96642303466797,11.99831485748291,27.96642303466797,11.99831485748291
2,42,-16.092655181884766,28.159805297851562,12.06714916229248,28.159805297851562,12.067148208618164
2,43,-16.150053024291992,28.120487213134766,11.970434188842773,28.120487213134766,11.970434188842773
2,44,-16.16017723083496,28.21857261657715,12.058395385742188,28.21857261657715,12.058395385742188
2,45,-16.183300018310547,28.370397567749023,12.18709659576416,28.370397567749023,12.187095642089844
2,46,-16.10038185119629,28.223899841308594,12.123517990112305,28.223899841308594,12.123517990112305
2,47,-16.315757751464844,28.666393280029297,12.350635528564453,28.666393280029297,12.350635528564453
2,48,-16.335613250732422,28.490070343017578,12.154457092285156,28.490070343017578,12.154457092285156
2,49,-16.450820922851562,28.98758888244629,12.53676700592041,28.98758888244629,12.53676700592041
3,0,-16.459274291992188,28.892807006835938,12.433531761169434,28.892807006835938,12.433531761169434
3,1,-16.437591552734375,29.1729793548584,12.735386848449707,29.1729793548584,12.735387802124023
3,2,-16.564170837402344,29.246213912963867,12.68204402923584,29.246213912963867,12.682044982910156
3,3,-16.58287811279297,28.966720581054688,12.383842468261719,28.966720581054688,12.383842468261719
3,4,-16.560108184814453,28.832225799560547,12.272116661071777,28.832225799560547,12.272115707397461
3,5,-16.77733039855957,29.60639190673828,12.829061508178711,29.60639190673828,12.829059600830078
3,6,-16.738048553466797,29.57532501220703,12.837276458740234,29.57532501220703,12.837276458740234
3,7,-16.781696319580078,29.614294052124023,12.832596778869629,29.614294052124023,12.832597732543945
3,8,-16.839218139648438,29.535188674926758,12.69597053527832,29.535188674926758,12.69597053527832
3,9,-16.850570678710938,30.02497100830078,13.174400329589844,30.02497100830078,13.174400329589844
3,10,-16.954265594482422,29.74502182006836,12.790756225585938,29.74502182006836,12.790756225585938
3,11,-16.88454818725586,29.508529663085938,12.623982429504395,29.508529663085938,12.623981475830078
3,12,-16.90584373474121,29.62924575805664,12.72340202331543,29.62924575805664,12.72340202331543
3,13,-16.977867126464844,29.862430572509766,12.884563446044922,29.862430572509766,12.884562492370605
3,14,-17.079696655273438,30.095518112182617,13.015822410583496,30.095518112182617,13.015822410583496
3,15,-17.05074691772461,29.857332229614258,12.806586265563965,29.857332229614258,12.806586265563965
3,16,-17.231277465820312,30.383705139160156,13.152427673339844,30.383705139160156,13.152427673339844
3,17,-17.175884246826172,30.020748138427734,12.844863891601562,30.020748138427734,12.844863891601562
3,18,-17.439699172973633,30.330081939697266,12.890382766723633,30.330081939697266,12.890382766723633
3,19,-17.269378662109375,30.787853240966797,13.518475532531738,30.787853240966797,13.518475532531738
3,20,-17.33785629272461,30.55160903930664,13.213753700256348,30.55160903930664,13.213753700256348
3,21,-17.32123565673828,30.45030403137207,13.129069328308105,30.45030403137207,13.129069328308105
3,22,-17.484506607055664,30.82489585876465,13.340389251708984,30.82489585876465,13.340389251708984
3,23,-17.426715850830078,30.73978042602539,13.313063621520996,30.73978042602539,13.313063621520996
3,24,-17.720287322998047,30.988204956054688,13.267916679382324,30.988204956054688,13.267916679382324
3,25,-17.650177001953125,30.973140716552734,13.322964668273926,30.973140716552734,13.322964668273926
3,26,-17.67676544189453,31.24330711364746,13.56654167175293,31.24330711364746,13.56654167175293
3,27,-17.82379913330078,31.392852783203125,13.569052696228027,31.392852783203125,13.569052696228027
3,28,-17.876266479492188,31.613407135009766,13.737141609191895,31.613407135009766,13.737142562866211
3,29,-17.812870025634766,31.180883407592773,13.368012428283691,31.180883407592773,13.368012428283691
3,30,-17.76162338256836,31.53150177001953,13.769879341125488,31.53150177001953,13.769879341125488
3,31,-18.007530212402344,31.49823760986328,13.490706443786621,31.49823760986328,13.490706443786621
3,32,-18.05648422241211,31.322511672973633,13.266027450561523,31.322511672973633,13.266027450561523
3,33,-18.167781829833984,31.783388137817383,13.615605354309082,31.783388137817383,13.615605354309082
3,34,-18.169939041137695,31.939502716064453,13.769563674926758,31.939502716064453,13.769563674926758
3,35,-18.26321792602539,32.04494857788086,13.781731605529785,32.04494857788086,13.781731605529785
3,36,-18.196056365966797,31.887226104736328,13.691169738769531,31.887226104736328,13.691169738769531
3,37,-18.336708068847656,32.0328254699707,13.69611644744873,32.0328254699707,13.69611644744873
3,38,-18.289541244506836,32.510765075683594,14.221223831176758,32.510765075683594,14.221223831176758
3,39,-18.553417205810547,32.558170318603516,14.004754066467285,32.558170318603516,14.004753112792969
3,40,-18.40943717956543,32.401268005371094,13.991830825805664,32.401268005371094,13.991830825805664
3,41,-18.455440521240234,32.528076171875,14.072636604309082,32.528076171875,14.072636604309082
3,42,-18.629989624023438,32.84562683105469,14.215638160705566,32.84562683105469,14.215638160705566
3,43,-18.623497009277344,32.907249450683594,14.28375244140625,32.907249450683594,14.28375244140625
3,44,-18.669767379760742,32.948123931884766,14.278356552124023,32.948123931884766,14.278356552124023
3,45,-18.78366470336914,32.97115707397461,14.187491416931152,32.97115707397461,14.187491416931152
3,46,-18.81922149658203,33.27044677734375,14.451225280761719,33.27044677734375,14.451225280761719
3,47,-18.944969177246094,32.93211364746094,13.987144470214844,32.93211364746094,13.98714542388916
3,48,-18.916114807128906,33.05818557739258,14.142071723937988,33.05818557739258,14.142071723937988
3,49,-18.959823608398438,33.36798095703125,14.408157348632812,33.36798095703125,14.408157348632812
4,0,-19.05510711669922,33.79011535644531,14.73500919342041,33.79011535644531,14.735011100769043
4,1,-19.07840347290039,33.22627639770508,14.147871971130371,33.22627639770508,14.147871971130371
4,2,-19.0620174407959,33.908050537109375,14.846033096313477,33.908050537109375,14.846033096313477
4,3,-19.15216827392578,33.95829391479492,14.80612564086914,33.95829391479492,14.80612564086914
4,4,-19.321502685546875,33.88874053955078,14.56723690032959,33.88874053955078,14.56723690032959
4,5,-19.274978637695312,33.91393280029297,14.63895320892334,33.91393280029297,14.63895320892334
4,6,-19.362876892089844,34.42109298706055,15.058216094970703,34.42109298706055,15.058216094970703
4,7,-19.38141632080078,33.875762939453125,14.49434757232666,33.875762939453125,14.494346618652344
4,8,-19.540803909301758,34.29559326171875,14.754789352416992,34.29559326171875,14.754789352416992
4,9,-19.613323211669922,34.38605880737305,14.772736549377441,34.38605880737305,14.772735595703125
4,10,-19.61590003967285,34.512264251708984,14.896364212036133,34.512264251708984,14.896364212036133
4,11,-19.665435791015625,34.458824157714844,14.793389320373535,34.458824157714844,14.793389320373535
4,12,-19.72439956665039,34.6726188659668,14.948219299316406,34.6726188659668,14.948220252990723
4,13,-19.687837600708008,34.57819366455078,14.890356063842773,34.57819366455078,14.89035701751709
4,14,-19.844520568847656,34.93853759765625,15.094016075134277,34.93853759765625,15.094016075134277
4,15,-19.88347053527832,35.08526611328125,15.20179557800293,35.08526611328125,15.20179557800293
4,16,-19.91449546813965,35.000244140625,15.085748672485352,35.000244140625,15.085748672485352
4,17,-19.889205932617188,35.14809036254883,15.25888442993164,35.14809036254883,15.258885383605957
4,18,-20.042495727539062,35.266151428222656,15.22365665435791,35.266151428222656,15.22365665435791
4,19,-20.101863861083984,35.38048553466797,15.278620719909668,35.38048553466797,15.278620719909668
4,20,-20.15140151977539,35.475608825683594,15.32420825958252,35.475608825683594,15.32420825958252
4,21,-20.22916603088379,35.44711685180664,15.217950820922852,35.44711685180664,15.217950820922852
4,22,-20.238574981689453,35.51325988769531,15.274685859680176,35.51325988769531,15.274685859680176
4,23,-20.48691177368164,36.08988952636719,15.602978706359863,36.08988952636719,15.602978706359863
4,24,-20.448078155517578,35.96063995361328,15.512561798095703,35.96063995361328,15.512561798095703
4,25,-20.359695434570312,36.023677825927734,15.663983345031738,36.023677825927734,15.663983345031738
4,26,-20.374727249145508,35.785850524902344,15.411123275756836,35.785850524902344,15.411123275756836
4,27,-20.69269561767578,36.231422424316406,15.538726806640625,36.231422424316406,15.538726806640625
4,28,-20.622020721435547,36.20649719238281,15.584476470947266,36.20649719238281,15.584474563598633
4,29,-20.794612884521484,36.548301696777344,15.75368881225586,36.548301696777344,15.75368881225586
4,30,-20.811376571655273,36.338165283203125,15.526788711547852,36.338165283203125,15.526787757873535
4,31,-20.561386108398438,36.49945831298828,15.93807315826416,36.49945831298828,15.93807315826416
4,32,-20.881149291992188,36.558921813964844,15.677772521972656,36.558921813964844,15.677772521972656
4,33,-20.912900924682617,36.736351013183594,15.823450088500977,36.736351013183594,15.823450088500977
4,34,-20.913753509521484,36.9013557434082,15.987601280212402,36.9013557434082,15.987601280212402
4,35,-20.869644165039062,36.58430480957031,15.714659690856934,36.58430480957031,15.714659690856934
4,36,-21.034120559692383,36.7047233581543,15.670602798461914,36.7047233581543,15.670602798461914
4,37,-21.06436538696289,37.18102264404297,16.116657257080078,37.18102264404297,16.116657257080078
4,38,-21.12699317932129,37.41856384277344,16.29157066345215,37.41856384277344,16.29157066345215
4,39,-21.230052947998047,37.2462158203125,16.016162872314453,37.2462158203125,16.016162872314453
4,40,-21.270362854003906,37.439544677734375,16.16918182373047,37.439544677734375,16.16918182373047
4,41,-21.39260482788086,37.790157318115234,16.397552490234375,37.790157318115234,16.397552490234375
4,42,-21.459598541259766,37.57304000854492,16.113441467285156,37.57304000854492,16.11344337463379
4,43,-21.287723541259766,37.91571807861328,16.627994537353516,37.91571807861328,16.627994537353516
4,44,-21.534679412841797,37.88294219970703,16.348262786865234,37.88294219970703,16.348262786865234
4,45,-21.53122329711914,37.968814849853516,16.437591552734375,37.968814849853516,16.437591552734375
4,46,-21.637348175048828,37.93348693847656,16.296138763427734,37.93348693847656,16.296140670776367
4,47,-21.641847610473633,37.95053482055664,16.308687210083008,37.95053482055664,16.308687210083008
4,48,-21.507293701171875,38.06549072265625,16.558197021484375,38.06549072265625,16.558197021484375
4,49,-21.6470947265625,38.23468780517578,16.58759307861328,38.23468780517578,16.58759307861328
5,0,-21.59088897705078,38.09572219848633,16.504833221435547,38.09572219848633,16.504831314086914
5,1,-21.84841537475586,38.37055969238281,16.522144317626953,38.37055969238281,16.522144317626953
5,2,-21.95766830444336,38.86071014404297,16.90304183959961,38.86071014404297,16.90304183959961
5,3,-21.84946060180664,38.53136444091797,16.681903839111328,38.53136444091797,16.681903839111328
5,4,-21.96297264099121,38.00885009765625,16.04587745666504,38.00885009765625,16.04587745666504
5,5,-22.20861053466797,38.6645393371582,16.455928802490234,38.6645393371582,16.455928802490234
5,6,-22.202545166015625,38.88934326171875,16.686798095703125,38.88934326171875,16.686798095703125
5,7,-22.13214874267578,38.89228820800781,16.76013946533203,38.89228820800781,16.76013946533203
5,8,-22.196800231933594,38.827232360839844,16.63043212890625,38.827232360839844,16.63043212890625
5,9,-22.064708709716797,39.052520751953125,16.987812042236328,39.052520751953125,16.987810134887695
5,10,-22.22780990600586,39.154991149902344,16.927181243896484,39.154991149902344,16.927181243896484
5,11,-22.440046310424805,39.41686248779297,16.976816177368164,39.41686248779297,16.976816177368164
5,12,-22.39039421081543,39.22793197631836,16.83753776550293,39.22793197631836,16.83753776550293
5,13,-22.447078704833984,39.559906005859375,17.11282730102539,39.559906005859375,17.11282730102539
5,14,-22.471797943115234,39.25053405761719,16.778736114501953,39.25053405761719,16.778736114501953
5,15,-22.589248657226562,39.563499450683594,16.97425079345703,39.563499450683594,16.97425079345703
5,16,-22.561922073364258,39.28193283081055,16.72001075744629,39.28193283081055,16.72001075744629
5,17,-22.712196350097656,39.54297637939453,16.830780029296875,39.54297637939453,16.830780029296875
5,18,-22.549097061157227,39.460357666015625,16.9112606048584,39.460357666015625,16.9112606048584
5,19,-22.614124298095703,39.61671447753906,17.00259017944336,39.61671447753906,17.00259017944336
5,20,-22.71207046508789,39.73344421386719,17.021373748779297,39.73344421386719,17.021373748779297
5,21,-22.914897918701172,39.85807418823242,16.94317626953125,39.85807418823242,16.94317626953125
5,22,-22.827293395996094,39.982574462890625,17.15528106689453,39.982574462890625,17.15528106689453
5,23,-22.898818969726562,40.05398941040039,17.155170440673828,40.05398941040039,17.155168533325195
5,24,-22.94399070739746,39.882362365722656,16.938371658325195,39.882362365722656,16.938371658325195
5,25,-22.89081382751465,40.06507873535156,17.174264907836914,40.06507873535156,17.174264907836914
5,26,-22.815776824951172,40.13915252685547,17.323375701904297,40.13915252685547,17.323375701904297
5,27,-22.90654182434082,40.466514587402344,17.559972763061523,40.466514587402344,17.559972763061523
5,28,-22.97260284423828,39.978057861328125,17.005455017089844,39.978057861328125,17.005455017089844
5,29,-23.088529586791992,40.189369201660156,17.100839614868164,40.189369201660156,17.100839614868164
5,30,-23.20655632019043,40.5777587890625,17.37120246887207,40.5777587890625,17.37120246887207
5,31,-23.182085037231445,40.49321746826172,17.311132431030273,40.49321746826172,17.311132431030273
5,32,-23.318653106689453,40.68927764892578,17.370624542236328,40.68927764892578,17.370624542236328
5,33,-23.347881317138672,40.52766418457031,17.17978286743164,40.52766418457031,17.17978286743164
5,34,-23.402219772338867,40.84150695800781,17.439287185668945,40.84150695800781,17.439287185668945
5,35,-23.169044494628906,40.654197692871094,17.485153198242188,40.654197692871094,17.485153198242188
5,36,-23.474563598632812,40.92146301269531,17.4468994140625,40.92146301269531,17.446901321411133
5,37,-23.484149932861328,40.83403015136719,17.34988021850586,40.83403015136719,17.349882125854492
5,38,-23.51033592224121,41.16395568847656,17.65361976623535,41.16395568847656,17.65361976623535
5,39,-23.590063095092773,41.00136947631836,17.411306381225586,41.00136947631836,17.411306381225586
5,40,-23.75644302368164,41.04817199707031,17.291728973388672,41.04817199707031,17.291728973388672
5,41,-23.593738555908203,40.81465530395508,17.220916748046875,40.81465530395508,17.220916748046875
5,42,-23.815719604492188,41.08972930908203,17.274009704589844,41.08972930908203,17.27400779724121
5,43,-23.751232147216797,41.37083435058594,17.61960220336914,41.37083435058594,17.61960220336914
5,44,-23.824443817138672,41.42356491088867,17.59912109375,41.42356491088867,17.599123001098633
5,45,-23.79898452758789,41.427268981933594,17.628284454345703,41.427268981933594,17.628284454345703
5,46,-23.79454231262207,41.52734375,17.73280143737793,41.52734375,17.732803344726562
5,47,-23.979305267333984,41.57931137084961,17.600006103515625,41.57931137084961,17.600004196166992
5,48,-23.775453567504883,41.56632614135742,17.79087257385254,41.56632614135742,17.790870666503906
5,49,-23.831829071044922,41.65830993652344,17.826480865478516,41.65830993652344,17.826480865478516
6,0,-23.94200897216797,41.50676727294922,17.56475830078125,41.50676727294922,17.564756393432617
6,1,-23.912067413330078,41.52294921875,17.610881805419922,41.52294921875,17.610881805419922
6,2,-23.8874568939209,41.79273223876953,17.905275344848633,41.79273223876953,17.905275344848633
6,3,-23.989540100097656,41.50440216064453,17.514862060546875,41.50440216064453,17.514862060546875
6,4,-24.019908905029297,41.83412170410156,17.814212799072266,41.83412170410156,17.814210891723633
6,5,-24.064228057861328,41.56910705566406,17.504878997802734,41.56910705566406,17.504878997802734
6,6,-24.152938842773438,42.01007843017578,17.857139587402344,42.01007843017578,17.857139587402344
6,7,-24.178329467773438,42.06293487548828,17.884605407714844,42.06293487548828,17.884605407714844
6,8,-24.34981918334961,41.917911529541016,17.568092346191406,41.917911529541016,17.568092346191406
